"origen","destino","tipo_via","distancia_km","tiempo_min","nivel_trafico","trafico","capacidad","velocidad_max","prioridad_via","bidireccional"
"San Borja_1166","Surco_937","autopista","13","28","2","trafico moderado","40","80","media","no"
"Surco_150","Barranco_1196","calle","3","6","4","trafico extremo","150","40","baja","si"
"Los Olivos_977","Comas_611","calle","3","15","4","trafico extremo","150","30","baja","si"
"Ate_1420","San Juan de Lurigancho_1288","calle","3","14","2","trafico moderado","100","30","media","si"
"Surco_776","La Molina_836","calle","1","2","3","trafico alto","60","40","alta","no"
"Surco_750","Barranco_379","avenida","8","33","1","trafico libre","500","60","baja","no"
"Surco_388","San Borja_153","avenida","6","30","1","trafico libre","250","60","media","si"
"Surco_637","Barranco_195","autopista","14","36","1","trafico libre","150","100","baja","si"
"Chorrillos_1334","Barranco_903","avenida","3","10","3","trafico alto","500","60","baja","si"
"San Miguel_370","San Isidro_747","avenida","6","17","1","trafico libre","500","50","media","no"
"San Juan de Lurigancho_1201","Rimac_1373","avenida","10","48","1","trafico libre","40","50","baja","no"
"Ate_476","San Juan de Lurigancho_724","avenida","9","45","3","trafico alto","40","60","media","si"
"La Molina_1239","Ate_382","autopista","14","65","2","trafico moderado","150","80","baja","no"
"San Borja_173","San Isidro_1207","calle","2","9","4","trafico extremo","250","30","alta","no"
"Barranco_270","Miraflores_354","avenida","3","12","1","trafico libre","100","60","media","no"
"Comas_1048","Rimac_1138","avenida","4","14","2","trafico moderado","100","60","alta","si"
"Ate_649","San Juan de Lurigancho_588","calle","1","3","2","trafico moderado","250","40","baja","si"
"Callao_418","Los Olivos_977","autopista","11","46","1","trafico libre","150","100","baja","si"
"San Borja_821","La Molina_676","autopista","13","58","1","trafico libre","100","100","baja","si"
"San Miguel_891","Callao_960","autopista","13","33","1","trafico libre","60","80","media","no"
"San Isidro_1337","Miraflores_954","avenida","6","25","1","trafico libre","250","60","media","si"
"La Molina_1280","Ate_330","autopista","12","28","1","trafico libre","60","100","media","si"
"Barranco_72","Surco_625","avenida","3","14","3","trafico alto","500","50","baja","si"
"Callao_549","Los Olivos_907","autopista","9","19","1","trafico libre","40","80","alta","no"
"Villa El Salvador_1256","Surco_1335","autopista","10","33","1","trafico libre","100","80","media","no"
"Callao_418","Los Olivos_1447","autopista","13","34","2","trafico moderado","100","80","media","si"
"Los Olivos_38","Comas_881","calle","2","7","3","trafico alto","150","30","alta","si"
"Callao_1225","Los Olivos_1026","autopista","11","29","2","trafico moderado","500","100","alta","no"
"Barranco_1174","Miraflores_647","autopista","13","58","1","trafico libre","500","100","baja","no"
"San Miguel_789","San Isidro_1359","calle","3","11","2","trafico moderado","40","40","baja","si"
"Miraflores_268","Surco_163","calle","3","15","3","trafico alto","250","30","baja","no"
"Chorrillos_1233","Barranco_1344","calle","2","7","2","trafico moderado","40","40","baja","si"
"La Molina_1159","San Borja_1297","calle","4","9","4","trafico extremo","150","30","media","si"
"San Miguel_1443","San Isidro_429","autopista","10","28","2","trafico moderado","60","100","alta","no"
"La Molina_373","San Borja_381","calle","4","13","2","trafico moderado","500","40","baja","no"
"Ate_938","San Juan de Lurigancho_91","avenida","8","36","3","trafico alto","60","50","alta","si"
"Miraflores_1460","Surco_556","calle","4","13","4","trafico extremo","100","40","baja","no"
"Chorrillos_682","Barranco_372","calle","5","18","3","trafico alto","500","40","media","si"
"Ate_1137","San Juan de Lurigancho_526","calle","1","2","4","trafico extremo","60","40","baja","si"
"Surco_388","San Borja_198","autopista","11","39","1","trafico libre","500","100","alta","no"
"San Miguel_399","San Isidro_652","avenida","8","16","1","trafico libre","500","50","alta","no"
"Callao_820","Los Olivos_1372","avenida","8","28","1","trafico libre","250","60","baja","no"
"Chorrillos_704","Villa El Salvador_293","calle","2","4","2","trafico moderado","500","30","media","si"
"Villa El Salvador_749","Chorrillos_160","autopista","11","25","1","trafico libre","500","100","media","no"
"Comas_514","Rimac_1310","avenida","3","14","2","trafico moderado","100","60","media","si"
"Callao_313","San Miguel_1133","calle","4","20","3","trafico alto","500","40","baja","si"
"San Juan de Lurigancho_917","Ate_1039","calle","2","6","4","trafico extremo","40","40","baja","no"
"Rimac_1153","Comas_21","autopista","12","50","1","trafico libre","60","80","alta","no"
"Villa El Salvador_849","Chorrillos_137","autopista","15","37","2","trafico moderado","150","100","media","si"
"Ate_1011","La Molina_263","calle","4","8","2","trafico moderado","250","40","alta","si"
"Ate_539","La Molina_727","calle","2","4","2","trafico moderado","500","30","baja","si"
"Comas_636","Rimac_1263","calle","5","15","4","trafico extremo","60","40","alta","no"
"La Molina_998","San Borja_423","avenida","9","36","3","trafico alto","100","60","media","si"
"La Molina_846","San Borja_1478","calle","2","10","2","trafico moderado","100","40","media","no"
"Barranco_1132","Miraflores_1445","autopista","8","40","1","trafico libre","500","100","baja","si"
"Callao_1115","Los Olivos_1142","avenida","7","23","2","trafico moderado","150","50","media","no"
"Rimac_769","Comas_1266","avenida","9","28","3","trafico alto","250","60","media","no"
"Callao_985","Los Olivos_1496","calle","5","17","2","trafico moderado","40","40","baja","no"
"Villa El Salvador_428","Chorrillos_180","autopista","12","42","1","trafico libre","60","80","media","si"
"Comas_1266","Rimac_880","calle","2","5","3","trafico alto","60","30","baja","no"
"Rimac_1326","San Isidro_468","avenida","9","42","2","trafico moderado","40","50","alta","no"
"Los Olivos_405","Callao_366","avenida","4","17","3","trafico alto","500","60","baja","no"
"San Juan de Lurigancho_588","Ate_663","avenida","10","30","3","trafico alto","500","60","alta","no"
"San Isidro_1010","Rimac_599","avenida","8","17","3","trafico alto","250","50","alta","no"
"La Molina_824","Ate_1306","autopista","14","39","2","trafico moderado","60","80","media","no"
"San Borja_408","La Molina_1131","avenida","10","39","3","trafico alto","150","50","alta","no"
"Barranco_890","Surco_1482","autopista","10","43","1","trafico libre","150","80","baja","si"
"Miraflores_157","San Isidro_468","calle","2","9","3","trafico alto","60","40","alta","si"
"Villa El Salvador_855","Surco_750","calle","1","3","2","trafico moderado","150","30","alta","no"
"Los Olivos_80","Comas_1089","avenida","7","32","1","trafico libre","40","60","media","no"
"Villa El Salvador_1282","Chorrillos_365","calle","1","5","4","trafico extremo","40","30","media","no"
"San Juan de Lurigancho_1466","Rimac_1304","calle","3","13","4","trafico extremo","150","30","baja","no"
"Ate_63","San Juan de Lurigancho_762","avenida","5","22","2","trafico moderado","250","50","alta","si"
"La Molina_1345","San Borja_941","avenida","3","14","1","trafico libre","40","50","alta","si"
"Los Olivos_405","Callao_1398","avenida","8","31","3","trafico alto","500","50","baja","si"
"Villa El Salvador_749","Chorrillos_1194","calle","2","6","3","trafico alto","250","30","baja","no"
"San Isidro_458","San Borja_14","avenida","10","50","1","trafico libre","40","60","media","si"
"Barranco_372","Chorrillos_286","avenida","5","21","2","trafico moderado","40","50","baja","no"
"San Isidro_426","Miraflores_735","calle","5","18","3","trafico alto","60","40","media","si"
"San Borja_525","San Isidro_453","autopista","9","23","2","trafico moderado","40","100","baja","si"
"Los Olivos_951","Comas_172","autopista","12","46","1","trafico libre","40","80","baja","no"
"Villa El Salvador_1117","Surco_1335","avenida","4","20","1","trafico libre","150","60","baja","si"
"Ate_1199","La Molina_725","avenida","10","23","3","trafico alto","40","50","baja","si"
"Los Olivos_1372","Comas_1295","calle","3","9","4","trafico extremo","250","40","baja","si"
"Comas_1266","Los Olivos_99","calle","4","20","2","trafico moderado","100","30","media","si"
"San Juan de Lurigancho_1288","Ate_592","autopista","9","24","1","trafico libre","250","100","alta","no"
"San Borja_1157","San Isidro_1139","calle","5","23","3","trafico alto","100","40","alta","no"
"San Miguel_542","San Isidro_1056","calle","2","8","2","trafico moderado","150","30","baja","no"
"Los Olivos_1270","Callao_49","autopista","10","45","2","trafico moderado","100","80","media","no"
"San Isidro_444","Rimac_1213","calle","3","13","4","trafico extremo","150","30","alta","no"
"Comas_980","Rimac_1349","avenida","10","21","3","trafico alto","60","50","media","si"
"Chorrillos_648","Barranco_346","calle","5","19","2","trafico moderado","40","40","baja","si"
"Ate_1156","La Molina_1312","calle","3","7","4","trafico extremo","60","30","baja","si"
"San Miguel_789","Callao_1115","avenida","3","14","3","trafico alto","150","50","media","si"
"Los Olivos_532","Comas_717","avenida","3","13","3","trafico alto","100","50","baja","si"
"Villa El Salvador_261","Surco_637","avenida","8","25","2","trafico moderado","500","50","media","si"
"Barranco_106","Chorrillos_248","calle","5","17","3","trafico alto","40","40","media","no"
"Ate_475","La Molina_228","avenida","9","28","1","trafico libre","60","60","baja","no"
"Los Olivos_1492","Comas_266","avenida","7","32","1","trafico libre","60","60","alta","no"
"Los Olivos_1285","Comas_1018","avenida","4","9","1","trafico libre","500","60","baja","si"
"Ate_325","San Juan de Lurigancho_1092","autopista","11","54","2","trafico moderado","40","100","alta","si"
"Villa El Salvador_1298","Chorrillos_1334","calle","2","9","3","trafico alto","60","30","baja","si"
"Callao_899","Los Olivos_773","avenida","5","16","1","trafico libre","250","50","alta","no"
"Los Olivos_683","Callao_835","avenida","10","25","3","trafico alto","100","50","media","si"
"Chorrillos_271","Barranco_106","calle","4","17","4","trafico extremo","60","40","alta","si"
"San Borja_389","San Isidro_652","calle","4","14","2","trafico moderado","60","40","baja","si"
"Ate_691","La Molina_534","autopista","12","53","2","trafico moderado","100","100","baja","no"
"La Molina_228","Surco_877","calle","4","11","2","trafico moderado","60","30","alta","no"
"San Borja_173","San Isidro_747","calle","1","4","2","trafico moderado","40","40","media","no"
"La Molina_770","Ate_1008","autopista","8","31","1","trafico libre","250","80","baja","no"
"Ate_1119","San Juan de Lurigancho_339","avenida","8","25","2","trafico moderado","100","60","media","si"
"Callao_483","San Miguel_1323","avenida","4","13","3","trafico alto","500","50","baja","no"
"Chorrillos_445","Barranco_15","calle","4","18","2","trafico moderado","60","30","alta","si"
"Villa El Salvador_387","Chorrillos_1235","autopista","13","28","2","trafico moderado","250","80","alta","si"
"San Isidro_383","San Borja_378","calle","1","3","2","trafico moderado","40","40","media","si"
"San Isidro_1164","Miraflores_157","calle","5","18","3","trafico alto","60","30","media","no"
"Surco_637","Barranco_195","calle","1","4","3","trafico alto","60","40","alta","no"
"Miraflores_812","San Isidro_321","calle","4","15","4","trafico extremo","500","40","alta","no"
"Surco_1461","San Borja_408","calle","4","17","3","trafico alto","40","30","media","si"
"Los Olivos_131","Comas_948","autopista","8","39","1","trafico libre","100","80","alta","no"
"Villa El Salvador_565","Surco_1463","autopista","15","72","1","trafico libre","500","80","baja","si"
"Ate_1098","San Juan de Lurigancho_329","autopista","15","33","2","trafico moderado","100","100","media","si"
"Los Olivos_1421","Comas_696","autopista","10","43","2","trafico moderado","150","80","alta","no"
"Villa El Salvador_1023","Surco_1455","autopista","13","59","1","trafico libre","40","100","baja","si"
"Chorrillos_1229","Villa El Salvador_1000","autopista","8","31","2","trafico moderado","100","80","alta","si"
"Surco_1230","La Molina_705","avenida","6","15","1","trafico libre","100","60","baja","si"
"Ate_959","San Juan de Lurigancho_498","avenida","5","24","1","trafico libre","100","50","baja","si"
"Barranco_1088","Surco_1259","avenida","5","24","3","trafico alto","40","60","media","no"
"Miraflores_681","San Isidro_383","autopista","13","63","1","trafico libre","150","80","baja","no"
"Los Olivos_962","Comas_878","avenida","3","15","1","trafico libre","500","50","alta","no"
"Ate_1306","San Juan de Lurigancho_1426","avenida","9","29","3","trafico alto","40","60","media","si"
"Barranco_688","Miraflores_659","calle","4","11","3","trafico alto","250","30","baja","si"
"San Isidro_819","San Borja_502","autopista","9","43","1","trafico libre","500","80","baja","no"
"Barranco_220","Chorrillos_500","calle","1","5","3","trafico alto","250","30","media","no"
"Surco_1175","San Borja_1189","calle","4","8","2","trafico moderado","250","40","alta","no"
"San Miguel_586","Callao_483","avenida","4","11","1","trafico libre","100","60","baja","si"
"San Borja_259","La Molina_742","autopista","14","33","2","trafico moderado","40","80","alta","no"
"San Juan de Lurigancho_1385","Rimac_96","calle","4","12","2","trafico moderado","100","30","baja","si"
"Miraflores_65","San Isidro_1120","avenida","6","14","2","trafico moderado","250","50","alta","si"
"Los Olivos_87","Comas_751","autopista","14","50","1","trafico libre","60","100","alta","si"
"Barranco_986","Miraflores_661","calle","4","8","4","trafico extremo","250","40","alta","si"
"Comas_1338","Los Olivos_1026","calle","4","9","2","trafico moderado","500","40","alta","si"
"Comas_1299","Rimac_341","autopista","8","20","1","trafico libre","250","100","baja","no"
"San Isidro_1207","San Borja_627","avenida","4","16","3","trafico alto","250","60","baja","no"
"Villa El Salvador_139","Chorrillos_245","avenida","4","15","1","trafico libre","500","60","alta","si"
"Miraflores_157","Barranco_1224","avenida","8","16","2","trafico moderado","150","50","media","si"
"La Molina_392","Surco_1259","avenida","3","6","3","trafico alto","150","60","alta","si"
"San Isidro_602","San Borja_1277","avenida","8","19","2","trafico moderado","40","50","baja","no"
"Surco_130","San Borja_502","calle","1","4","2","trafico moderado","100","40","media","si"
"Comas_161","Rimac_9","calle","2","7","4","trafico extremo","40","30","media","si"
"San Miguel_940","San Isidro_570","autopista","8","31","2","trafico moderado","40","100","baja","si"
"San Isidro_887","San Borja_1051","avenida","3","7","2","trafico moderado","60","60","media","no"
"Surco_1041","San Borja_1499","avenida","9","32","3","trafico alto","150","60","baja","no"
"Rimac_462","Comas_1048","avenida","3","13","1","trafico libre","250","60","media","no"
"San Isidro_1252","San Borja_1053","calle","2","6","2","trafico moderado","250","30","baja","si"
"Villa El Salvador_990","Chorrillos_1396","calle","4","11","4","trafico extremo","40","40","alta","no"
"San Miguel_543","Callao_356","avenida","6","23","3","trafico alto","60","50","baja","si"
"San Borja_230","La Molina_263","autopista","9","19","1","trafico libre","250","100","media","no"
"Barranco_635","Miraflores_250","avenida","5","18","2","trafico moderado","250","60","baja","no"
"San Juan de Lurigancho_724","Rimac_183","avenida","8","26","1","trafico libre","150","60","media","si"
"Los Olivos_61","Comas_1408","avenida","5","12","3","trafico alto","150","50","media","no"
"Rimac_326","Comas_47","avenida","5","21","1","trafico libre","500","60","baja","si"
"Rimac_1191","San Isidro_217","autopista","14","57","2","trafico moderado","60","80","media","si"
"Rimac_822","San Isidro_207","avenida","5","10","1","trafico libre","40","60","baja","si"
"Los Olivos_1270","Comas_377","avenida","5","23","3","trafico alto","150","50","baja","no"
"Los Olivos_80","Callao_1450","autopista","13","62","2","trafico moderado","500","100","media","si"
"Surco_625","La Molina_738","avenida","4","9","3","trafico alto","40","50","media","no"
"San Isidro_368","Rimac_578","calle","5","21","4","trafico extremo","150","30","media","no"
"Villa El Salvador_565","Surco_150","avenida","10","37","1","trafico libre","100","60","media","si"
"San Isidro_429","Rimac_1304","avenida","5","10","3","trafico alto","60","60","baja","no"
"Villa El Salvador_116","Chorrillos_221","avenida","4","13","3","trafico alto","500","60","baja","si"
"Miraflores_634","San Isidro_759","avenida","6","22","2","trafico moderado","150","50","media","no"
"Callao_469","San Miguel_20","avenida","8","16","2","trafico moderado","60","60","alta","no"
"Callao_1096","Los Olivos_773","calle","4","10","4","trafico extremo","60","30","baja","si"
"Surco_1219","La Molina_738","avenida","7","14","2","trafico moderado","40","60","alta","no"
"San Juan de Lurigancho_762","Ate_894","autopista","11","34","2","trafico moderado","40","80","media","si"
"La Molina_1228","San Borja_110","calle","2","5","4","trafico extremo","40","40","baja","no"
"Ate_1173","La Molina_1045","calle","5","24","4","trafico extremo","250","30","alta","no"
"Miraflores_689","Barranco_1088","calle","3","13","3","trafico alto","150","40","baja","si"
"Surco_218","San Borja_1250","autopista","10","46","2","trafico moderado","60","80","media","no"
"Barranco_806","Chorrillos_801","calle","2","9","4","trafico extremo","500","30","baja","no"
"San Borja_1166","Surco_752","avenida","10","21","1","trafico libre","150","60","media","no"
"Chorrillos_1396","Barranco_1084","autopista","14","55","1","trafico libre","500","80","media","no"
"Rimac_296","Comas_751","avenida","9","37","2","trafico moderado","100","60","alta","no"
"Chorrillos_956","Barranco_903","calle","3","13","3","trafico alto","60","40","alta","si"
"Comas_696","Los Olivos_532","calle","5","24","3","trafico alto","250","30","baja","si"
"San Juan de Lurigancho_1030","Ate_244","calle","3","13","3","trafico alto","40","40","baja","no"
"Ate_1004","San Juan de Lurigancho_128","calle","4","15","3","trafico alto","40","30","alta","no"
"Surco_1354","Barranco_1107","autopista","14","32","2","trafico moderado","40","100","media","no"
"Ate_1306","La Molina_1131","avenida","3","10","3","trafico alto","250","60","media","no"
"Comas_1154","Rimac_283","avenida","9","33","3","trafico alto","40","60","media","si"
"Comas_393","Los Olivos_349","avenida","7","19","1","trafico libre","60","60","media","no"
"Rimac_1464","San Isidro_214","calle","2","9","3","trafico alto","100","30","media","si"
"Barranco_688","Chorrillos_286","avenida","4","18","2","trafico moderado","250","50","alta","si"
"San Borja_1364","San Isidro_450","calle","5","23","4","trafico extremo","500","30","alta","no"
"Surco_1041","La Molina_440","autopista","13","62","2","trafico moderado","100","100","media","si"
"Rimac_1213","Comas_872","autopista","15","57","1","trafico libre","100","80","media","si"
"Surco_776","San Borja_821","calle","3","13","2","trafico moderado","150","40","baja","si"
"Miraflores_901","Surco_823","avenida","9","32","3","trafico alto","40","60","alta","si"
"Comas_1408","Rimac_1483","avenida","5","20","2","trafico moderado","40","50","media","si"
"Villa El Salvador_1298","Chorrillos_26","calle","4","12","2","trafico moderado","40","30","alta","no"
"San Juan de Lurigancho_394","Ate_1336","calle","3","6","3","trafico alto","100","40","media","no"
"San Miguel_781","Callao_1375","autopista","9","19","1","trafico libre","60","100","baja","si"
"Surco_478","Barranco_1196","calle","5","11","4","trafico extremo","40","30","alta","no"
"Barranco_492","Miraflores_146","calle","1","2","4","trafico extremo","500","40","baja","no"
"Ate_13","La Molina_836","autopista","14","37","1","trafico libre","250","80","media","no"
"Surco_1461","Barranco_719","calle","3","9","2","trafico moderado","250","30","alta","no"
"Surco_133","La Molina_1467","calle","4","8","2","trafico moderado","40","40","media","si"
"Callao_1450","San Miguel_419","calle","2","4","4","trafico extremo","250","30","baja","no"
"Ate_141","La Molina_853","calle","4","12","3","trafico alto","250","40","media","si"
"Los Olivos_532","Callao_74","calle","5","21","4","trafico extremo","250","30","alta","no"
"La Molina_915","Ate_521","autopista","11","31","2","trafico moderado","60","100","alta","si"
"San Borja_1087","La Molina_534","calle","3","10","2","trafico moderado","250","40","baja","si"
"Comas_844","Rimac_1368","avenida","3","6","2","trafico moderado","500","60","alta","no"
"San Juan de Lurigancho_136","Ate_1307","avenida","3","9","1","trafico libre","100","50","baja","si"
"San Juan de Lurigancho_722","Rimac_135","calle","3","6","3","trafico alto","60","40","alta","no"
"Ate_1145","La Molina_118","avenida","3","15","2","trafico moderado","250","60","baja","no"
"Chorrillos_286","Villa El Salvador_639","avenida","5","25","2","trafico moderado","60","60","alta","si"
"Comas_212","Rimac_769","autopista","11","49","1","trafico libre","60","100","baja","no"
"Surco_16","La Molina_117","autopista","13","41","2","trafico moderado","500","100","baja","si"
"Comas_636","Rimac_1413","calle","3","12","4","trafico extremo","500","40","alta","no"
"Comas_172","Rimac_1015","calle","2","10","2","trafico moderado","500","30","baja","si"
"Surco_1331","San Borja_559","autopista","12","46","2","trafico moderado","100","80","media","no"
"Comas_1370","Rimac_1373","calle","3","7","2","trafico moderado","500","40","baja","no"
"Surco_463","San Borja_1051","calle","1","2","3","trafico alto","500","40","alta","si"
"Villa El Salvador_375","Surco_1331","avenida","5","20","3","trafico alto","60","50","alta","si"
"La Molina_398","San Borja_564","autopista","14","54","1","trafico libre","250","80","media","si"
"Rimac_191","San Isidro_577","avenida","10","45","1","trafico libre","150","60","baja","no"
"San Isidro_290","Rimac_1153","calle","5","11","2","trafico moderado","100","30","media","si"
"Villa El Salvador_524","Surco_309","avenida","8","35","1","trafico libre","60","60","alta","si"
"Callao_581","San Miguel_763","autopista","15","50","1","trafico libre","150","80","media","si"
"San Isidro_25","San Borja_1166","autopista","8","39","2","trafico moderado","60","100","media","si"
"Rimac_905","Comas_1073","avenida","4","14","1","trafico libre","250","60","baja","si"
"Villa El Salvador_181","Chorrillos_1227","calle","4","20","3","trafico alto","500","40","baja","si"
"San Miguel_783","San Isidro_991","calle","4","10","2","trafico moderado","150","30","baja","no"
"Miraflores_176","Surco_947","avenida","3","13","3","trafico alto","250","50","baja","no"
"Comas_1170","Los Olivos_536","calle","3","8","2","trafico moderado","250","40","baja","no"
"San Isidro_352","Miraflores_1160","autopista","13","48","1","trafico libre","500","100","alta","no"
"Miraflores_386","San Isidro_214","autopista","14","37","2","trafico moderado","150","80","baja","no"
"Chorrillos_1235","Barranco_876","calle","1","2","2","trafico moderado","40","30","alta","no"
"La Molina_263","Ate_390","calle","2","8","3","trafico alto","60","40","alta","si"
"Villa El Salvador_1315","Surco_750","autopista","10","35","1","trafico libre","60","80","baja","no"
"Surco_712","La Molina_793","avenida","8","34","3","trafico alto","150","60","baja","si"
"Chorrillos_253","Villa El Salvador_299","autopista","9","37","2","trafico moderado","150","80","media","no"
"Surco_568","Barranco_159","calle","1","4","4","trafico extremo","500","30","baja","no"
"Barranco_372","Surco_728","calle","5","22","4","trafico extremo","100","40","baja","no"
"Callao_996","San Miguel_1301","autopista","13","39","2","trafico moderado","150","100","alta","si"
"San Juan de Lurigancho_1020","Ate_325","calle","5","18","3","trafico alto","40","40","alta","si"
"Rimac_359","San Isidro_426","avenida","9","44","2","trafico moderado","500","50","media","si"
"Barranco_986","Surco_913","autopista","11","49","1","trafico libre","500","100","baja","no"
"Rimac_644","San Isidro_1010","autopista","9","35","1","trafico libre","500","80","alta","si"
"Surco_1458","San Borja_259","avenida","10","27","3","trafico alto","40","50","media","si"
"San Miguel_1205","San Isidro_767","autopista","9","37","1","trafico libre","100","80","media","no"
"San Borja_1499","Surco_1463","autopista","14","64","1","trafico libre","100","80","alta","si"
"Los Olivos_215","Callao_313","avenida","5","16","2","trafico moderado","100","60","media","no"
"San Miguel_783","San Isidro_1452","calle","1","5","3","trafico alto","60","30","baja","no"
"Miraflores_988","Surco_264","calle","2","5","4","trafico extremo","60","30","baja","si"
"Rimac_1226","Comas_1149","calle","2","10","2","trafico moderado","100","40","baja","si"
"Villa El Salvador_926","Surco_1383","avenida","7","26","1","trafico libre","60","50","alta","si"
"Villa El Salvador_261","Chorrillos_704","autopista","10","42","2","trafico moderado","500","100","baja","no"
"San Borja_1478","Surco_1485","autopista","9","23","1","trafico libre","40","100","alta","no"
"Barranco_1380","Surco_1377","calle","3","14","3","trafico alto","60","40","baja","si"
"Comas_1480","Rimac_470","calle","1","3","2","trafico moderado","40","30","media","no"
"Comas_1353","Los Olivos_1496","avenida","10","25","3","trafico alto","40","50","media","si"
"Rimac_1304","San Isidro_1469","autopista","10","30","1","trafico libre","60","100","baja","no"
"San Juan de Lurigancho_664","Ate_390","avenida","4","19","3","trafico alto","150","60","alta","no"
"Villa El Salvador_50","Chorrillos_1036","autopista","11","54","2","trafico moderado","60","80","baja","si"
"San Juan de Lurigancho_533","Ate_1268","avenida","5","22","2","trafico moderado","40","50","baja","si"
"Callao_967","San Miguel_6","avenida","9","34","1","trafico libre","150","50","media","si"
"San Juan de Lurigancho_917","Ate_842","calle","1","3","2","trafico moderado","500","30","alta","si"
"San Borja_830","La Molina_929","autopista","10","25","1","trafico libre","500","100","media","no"
"Chorrillos_334","Villa El Salvador_1472","avenida","8","29","2","trafico moderado","40","50","media","si"
"Callao_1450","San Miguel_781","avenida","10","40","2","trafico moderado","40","60","media","si"
"Miraflores_474","Barranco_635","avenida","7","34","3","trafico alto","150","60","baja","si"
"Los Olivos_501","Callao_53","avenida","5","23","1","trafico libre","60","50","alta","si"
"Ate_1391","La Molina_1228","autopista","11","44","2","trafico moderado","500","100","media","si"
"San Isidro_964","Miraflores_818","autopista","8","27","2","trafico moderado","500","80","alta","no"
"Ate_994","San Juan de Lurigancho_632","calle","4","16","4","trafico extremo","40","30","alta","no"
"Villa El Salvador_1126","Chorrillos_1459","calle","5","16","4","trafico extremo","60","40","alta","no"
"Callao_1162","San Miguel_370","avenida","10","48","3","trafico alto","40","60","media","si"
"Barranco_1347","Chorrillos_334","autopista","8","39","2","trafico moderado","150","80","alta","no"
"Surco_591","Barranco_655","autopista","10","24","2","trafico moderado","100","100","alta","si"
"Rimac_826","Comas_337","autopista","12","57","2","trafico moderado","40","80","alta","no"
"San Juan de Lurigancho_875","Rimac_436","calle","4","19","3","trafico alto","60","30","media","no"
"San Isidro_1056","Rimac_587","autopista","15","65","2","trafico moderado","250","80","alta","si"
"Los Olivos_219","Comas_457","calle","1","5","2","trafico moderado","40","40","alta","si"
"Ate_596","San Juan de Lurigancho_33","autopista","11","53","1","trafico libre","40","80","baja","no"
"Miraflores_1262","Surco_251","autopista","15","47","1","trafico libre","40","80","media","no"
"Callao_960","Los Olivos_1113","calle","4","17","3","trafico alto","40","30","media","no"
"San Juan de Lurigancho_677","Ate_1137","avenida","5","19","3","trafico alto","60","60","alta","si"
"Villa El Salvador_889","Chorrillos_548","autopista","11","53","1","trafico libre","150","100","alta","no"
"Villa El Salvador_139","Chorrillos_334","autopista","13","64","2","trafico moderado","40","100","baja","si"
"San Borja_236","San Isidro_602","calle","5","25","2","trafico moderado","500","30","media","si"
"San Isidro_1120","Rimac_1144","autopista","10","42","2","trafico moderado","250","80","baja","si"
"Barranco_1380","Surco_1455","autopista","11","33","2","trafico moderado","150","100","alta","no"
"Ate_1039","San Juan de Lurigancho_1007","autopista","11","29","1","trafico libre","150","100","media","no"
"San Isidro_759","Miraflores_818","autopista","10","49","1","trafico libre","40","80","media","no"
"San Miguel_1086","Callao_967","avenida","9","26","3","trafico alto","500","60","alta","no"
"Ate_663","San Juan de Lurigancho_632","avenida","8","16","1","trafico libre","60","50","media","no"
"Barranco_589","Surco_197","calle","2","7","4","trafico extremo","60","40","alta","no"
"Barranco_806","Chorrillos_1167","avenida","4","14","2","trafico moderado","150","50","alta","si"
"San Isidro_322","Rimac_949","calle","5","15","4","trafico extremo","60","40","alta","no"
"Villa El Salvador_42","Surco_150","autopista","10","23","1","trafico libre","40","80","baja","si"
"Rimac_1158","San Isidro_1056","avenida","9","29","2","trafico moderado","250","50","baja","si"
"San Juan de Lurigancho_1418","Rimac_1213","calle","2","4","2","trafico moderado","100","40","media","si"
"San Miguel_1405","San Isidro_335","avenida","7","16","1","trafico libre","100","60","alta","si"
"Ate_1308","San Juan de Lurigancho_515","autopista","9","44","2","trafico moderado","500","100","media","si"
"San Isidro_748","Rimac_436","autopista","11","31","1","trafico libre","150","100","baja","no"
"Chorrillos_1229","Barranco_1174","autopista","13","30","2","trafico moderado","60","80","baja","si"
"San Juan de Lurigancho_1035","Rimac_850","calle","4","11","4","trafico extremo","40","40","media","no"
"San Juan de Lurigancho_664","Ate_631","autopista","15","58","2","trafico moderado","60","100","baja","si"
"Barranco_863","Chorrillos_952","calle","4","11","4","trafico extremo","40","40","alta","no"
"Los Olivos_1421","Comas_305","calle","2","5","2","trafico moderado","150","30","alta","si"
"Ate_403","San Juan de Lurigancho_503","autopista","9","30","1","trafico libre","60","80","alta","si"
"Surco_728","La Molina_355","autopista","12","47","2","trafico moderado","500","100","baja","no"
"Chorrillos_715","Villa El Salvador_849","avenida","3","13","2","trafico moderado","60","60","baja","no"
"Chorrillos_1227","Villa El Salvador_112","calle","3","9","3","trafico alto","250","30","media","no"
"Comas_499","Rimac_1399","calle","3","8","2","trafico moderado","500","30","baja","si"
"San Juan de Lurigancho_1201","Rimac_326","avenida","6","16","2","trafico moderado","250","50","media","si"
"Ate_1391","La Molina_676","calle","1","4","4","trafico extremo","150","40","alta","si"
"Surco_1383","Barranco_1387","autopista","8","37","2","trafico moderado","100","100","alta","si"
"San Miguel_1109","San Isidro_214","calle","4","15","2","trafico moderado","60","30","media","si"
"Ate_649","La Molina_1131","autopista","15","67","2","trafico moderado","40","100","baja","no"
