"origen","destino","tipo_via","distancia_km","tiempo_min","nivel_trafico","trafico","capacidad","velocidad_max","prioridad_via","bidireccional"
"Surco_24","Barranco_624","calle","3","13","2","trafico moderado","250","40","media","no"
"Barranco_107","Surco_767","calle","4","18","4","trafico extremo","60","40","media","no"
"San Juan de Lurigancho_1041","Rimac_402","avenida","9","37","1","trafico libre","250","50","baja","no"
"Callao_167","Los Olivos_513","autopista","15","55","1","trafico libre","40","100","alta","no"
"San Borja_1015","Surco_793","calle","2","9","2","trafico moderado","100","40","baja","si"
"Chorrillos_1013","Villa El Salvador_1159","avenida","4","15","2","trafico moderado","250","60","alta","no"
"Ate_561","La Molina_1069","autopista","10","40","2","trafico moderado","250","80","media","si"
"Comas_57","Rimac_1096","avenida","5","18","2","trafico moderado","150","50","media","si"
"Comas_1296","Los Olivos_902","autopista","12","59","2","trafico moderado","150","100","alta","si"
"Los Olivos_1430","Callao_666","avenida","4","11","1","trafico libre","60","50","alta","no"
"Ate_287","San Juan de Lurigancho_1444","autopista","10","48","1","trafico libre","500","100","baja","no"
"Villa El Salvador_31","Chorrillos_366","calle","4","15","2","trafico moderado","150","40","media","si"
"San Miguel_454","San Isidro_720","calle","4","10","2","trafico moderado","100","30","baja","no"
"Comas_761","Los Olivos_854","avenida","8","33","1","trafico libre","100","60","baja","no"
"La Molina_1485","Surco_1171","autopista","9","34","1","trafico libre","40","100","media","si"
"La Molina_163","San Borja_1298","avenida","7","14","3","trafico alto","500","60","baja","si"
"San Miguel_934","San Isidro_1413","avenida","6","13","3","trafico alto","40","50","alta","si"
"San Isidro_774","San Borja_1474","autopista","8","35","1","trafico libre","500","100","baja","no"
"Barranco_183","Miraflores_1456","autopista","15","55","1","trafico libre","60","100","media","si"
"Rimac_1443","San Isidro_56","avenida","7","25","2","trafico moderado","150","50","alta","no"
"Rimac_210","San Isidro_570","autopista","13","48","2","trafico moderado","100","100","alta","no"
"Surco_242","San Borja_1314","avenida","8","36","2","trafico moderado","100","50","alta","no"
"Villa El Salvador_1312","Chorrillos_1022","calle","2","6","2","trafico moderado","150","40","alta","no"
"Miraflores_1439","Surco_1435","autopista","15","61","2","trafico moderado","250","100","media","si"
"Ate_1034","San Juan de Lurigancho_1002","avenida","3","9","2","trafico moderado","250","50","alta","no"
"La Molina_1181","San Borja_971","autopista","14","65","2","trafico moderado","500","100","alta","no"
"Comas_9","Los Olivos_425","autopista","14","60","1","trafico libre","150","100","baja","no"
"Los Olivos_224","Callao_830","avenida","10","26","3","trafico alto","40","50","media","no"
"Ate_1410","La Molina_551","calle","4","13","3","trafico alto","500","40","baja","no"
"Barranco_193","Chorrillos_361","avenida","6","30","2","trafico moderado","60","50","alta","si"
"Rimac_554","Comas_197","avenida","7","15","2","trafico moderado","60","60","baja","si"
"Miraflores_1110","Surco_1206","autopista","12","25","2","trafico moderado","250","100","baja","no"
"Miraflores_399","San Isidro_969","calle","1","5","3","trafico alto","250","30","alta","si"
"Rimac_1096","Comas_711","calle","5","14","4","trafico extremo","100","30","alta","si"
"La Molina_1154","San Borja_844","autopista","8","28","1","trafico libre","60","100","baja","si"
"Barranco_1359","Chorrillos_1489","autopista","11","39","1","trafico libre","250","80","alta","no"
"Rimac_956","San Isidro_613","autopista","11","45","2","trafico moderado","500","80","alta","no"
"La Molina_901","Surco_196","autopista","14","31","2","trafico moderado","250","100","media","no"
"Comas_840","Rimac_786","autopista","9","42","1","trafico libre","40","100","baja","no"
"La Molina_1181","Surco_323","calle","3","14","4","trafico extremo","250","30","media","si"
"La Molina_634","Ate_1428","autopista","14","56","1","trafico libre","40","100","alta","no"
"Los Olivos_1299","Callao_757","autopista","14","29","2","trafico moderado","500","80","alta","no"
"Villa El Salvador_675","Chorrillos_137","calle","2","8","3","trafico alto","500","40","baja","no"
"San Borja_376","Surco_975","calle","5","23","4","trafico extremo","60","30","baja","si"
"San Miguel_603","Callao_484","autopista","13","41","2","trafico moderado","40","80","media","si"
"Miraflores_1478","Barranco_1172","autopista","10","49","2","trafico moderado","60","100","baja","si"
"Comas_1194","Los Olivos_169","autopista","13","44","1","trafico libre","60","80","alta","no"
"Callao_475","Los Olivos_1427","calle","3","12","2","trafico moderado","60","30","media","si"
"Surco_24","La Molina_223","calle","1","3","3","trafico alto","500","30","baja","si"
"San Miguel_508","Callao_25","autopista","14","70","1","trafico libre","60","80","baja","si"
"La Molina_1258","San Borja_376","autopista","15","72","2","trafico moderado","150","80","baja","si"
"Chorrillos_288","Barranco_379","autopista","15","59","1","trafico libre","40","80","media","si"
"Los Olivos_854","Comas_855","avenida","3","8","3","trafico alto","500","60","alta","si"
"Los Olivos_1466","Comas_705","autopista","14","62","2","trafico moderado","150","80","baja","si"
"Ate_627","La Molina_434","autopista","11","43","1","trafico libre","100","100","baja","no"
"San Borja_354","La Molina_1181","avenida","4","10","3","trafico alto","100","60","baja","no"
"Chorrillos_669","Villa El Salvador_1211","autopista","12","26","1","trafico libre","100","100","media","no"
"Rimac_368","San Isidro_537","autopista","13","39","2","trafico moderado","60","80","media","si"
"Barranco_248","Surco_1028","autopista","10","41","2","trafico moderado","250","80","baja","no"
"San Miguel_826","Callao_345","autopista","12","32","2","trafico moderado","40","100","baja","si"
"Los Olivos_1427","Comas_1201","avenida","8","27","3","trafico alto","100","50","alta","no"
"Surco_196","La Molina_44","avenida","10","23","2","trafico moderado","500","60","baja","no"
"San Juan de Lurigancho_175","Ate_1032","calle","2","5","3","trafico alto","60","30","baja","no"
"Barranco_766","Surco_1093","avenida","7","26","3","trafico alto","40","60","alta","no"
"San Juan de Lurigancho_615","Ate_1467","avenida","9","28","3","trafico alto","150","50","baja","no"
"La Molina_1494","Surco_852","autopista","14","64","2","trafico moderado","500","80","media","no"
"Villa El Salvador_714","Surco_242","avenida","6","14","2","trafico moderado","100","50","alta","no"
"Chorrillos_1255","Barranco_148","avenida","10","41","1","trafico libre","100","60","baja","si"
"Miraflores_887","San Isidro_66","autopista","10","22","1","trafico libre","40","100","alta","no"
"Chorrillos_645","Barranco_1033","autopista","11","24","1","trafico libre","60","100","baja","si"
"Miraflores_80","San Isidro_226","calle","5","21","2","trafico moderado","250","40","media","si"
"Ate_648","La Molina_634","autopista","14","70","2","trafico moderado","60","80","media","no"
"Rimac_1426","Comas_1331","autopista","13","56","1","trafico libre","500","100","alta","no"
"Comas_811","Los Olivos_902","avenida","3","13","3","trafico alto","60","60","baja","si"
"San Miguel_924","San Isidro_249","avenida","5","22","1","trafico libre","100","60","media","no"
"Barranco_1120","Surco_1152","avenida","7","29","1","trafico libre","40","50","baja","si"
"Callao_661","Los Olivos_1499","avenida","5","21","1","trafico libre","100","50","baja","no"
"Miraflores_1439","Barranco_766","avenida","6","29","1","trafico libre","150","60","alta","no"
"Barranco_689","Surco_344","calle","4","10","4","trafico extremo","250","40","baja","no"
"Barranco_1470","Chorrillos_1019","calle","4","8","3","trafico alto","150","30","alta","si"
"San Juan de Lurigancho_337","Rimac_1357","avenida","7","24","1","trafico libre","250","50","media","si"
"San Juan de Lurigancho_972","Rimac_1403","avenida","4","11","2","trafico moderado","60","60","alta","si"
"San Miguel_1040","San Isidro_948","autopista","12","53","1","trafico libre","250","100","alta","si"
"San Juan de Lurigancho_1388","Rimac_238","autopista","9","40","1","trafico libre","100","100","alta","si"
"Villa El Salvador_369","Chorrillos_769","calle","4","18","3","trafico alto","250","40","alta","si"
"Callao_1446","San Miguel_417","calle","2","4","3","trafico alto","40","40","baja","no"
"Comas_75","Rimac_511","autopista","10","43","1","trafico libre","500","100","media","no"
"Miraflores_959","San Isidro_819","avenida","6","18","2","trafico moderado","60","50","media","si"
"Los Olivos_1261","Comas_787","calle","5","21","2","trafico moderado","250","40","baja","no"
"Surco_984","La Molina_39","avenida","7","31","2","trafico moderado","500","60","alta","no"
"San Miguel_642","San Isidro_1174","calle","2","4","2","trafico moderado","40","30","baja","no"
"Miraflores_979","Barranco_406","calle","3","8","2","trafico moderado","250","40","media","no"
"Comas_564","Rimac_1212","avenida","4","15","2","trafico moderado","100","60","alta","si"
"San Borja_509","La Molina_446","calle","2","6","2","trafico moderado","40","30","media","si"
"Ate_1222","San Juan de Lurigancho_863","autopista","14","51","2","trafico moderado","500","80","baja","si"
"San Borja_144","La Molina_264","avenida","5","23","3","trafico alto","250","50","baja","no"
"Miraflores_568","Barranco_428","autopista","10","21","2","trafico moderado","500","80","alta","no"
"Rimac_1050","Comas_814","calle","2","4","2","trafico moderado","40","30","alta","si"
"Ate_1185","La Molina_1038","autopista","11","50","1","trafico libre","100","100","baja","no"
"Callao_661","Los Olivos_230","calle","1","2","2","trafico moderado","500","40","baja","no"
"San Juan de Lurigancho_219","Rimac_319","autopista","12","39","2","trafico moderado","60","100","media","si"
"La Molina_434","Surco_409","autopista","8","40","1","trafico libre","250","100","alta","si"
"Chorrillos_126","Barranco_1289","autopista","8","38","2","trafico moderado","150","80","media","si"
"Miraflores_887","Surco_1206","autopista","15","48","1","trafico libre","250","80","baja","si"
"Callao_961","Los Olivos_598","calle","4","15","2","trafico moderado","500","30","media","no"
"Miraflores_232","San Isidro_626","calle","3","7","4","trafico extremo","250","40","baja","si"
"Villa El Salvador_546","Surco_444","calle","2","8","2","trafico moderado","40","40","alta","si"
"Surco_955","San Borja_1327","calle","5","17","4","trafico extremo","250","40","media","si"
"Comas_130","Rimac_505","calle","1","4","2","trafico moderado","40","40","media","si"
"San Isidro_21","Rimac_258","autopista","14","45","1","trafico libre","500","80","baja","si"
"San Miguel_1102","Callao_286","autopista","9","40","1","trafico libre","500","80","media","no"
"Comas_1401","Rimac_202","avenida","10","22","1","trafico libre","60","60","media","no"
"San Juan de Lurigancho_164","Rimac_1348","calle","1","2","3","trafico alto","60","40","alta","si"
"Callao_25","Los Olivos_512","calle","2","10","2","trafico moderado","250","30","alta","si"
"San Miguel_603","San Isidro_810","autopista","10","41","2","trafico moderado","40","100","alta","no"
"Surco_1091","Barranco_1301","calle","2","8","2","trafico moderado","40","40","alta","si"
"Chorrillos_407","Villa El Salvador_898","avenida","8","31","2","trafico moderado","150","60","baja","si"
"Rimac_111","Comas_855","autopista","12","32","2","trafico moderado","100","100","media","no"
"Los Olivos_605","Comas_474","avenida","10","23","2","trafico moderado","250","60","baja","si"
"Callao_1252","Los Olivos_529","calle","2","6","4","trafico extremo","500","40","alta","si"
"Ate_1032","La Molina_494","autopista","14","48","2","trafico moderado","150","100","baja","si"
"La Molina_108","Ate_1305","avenida","3","15","1","trafico libre","500","50","baja","si"
"La Molina_1417","San Borja_280","autopista","14","39","1","trafico libre","100","100","baja","si"
"Villa El Salvador_349","Chorrillos_764","avenida","3","15","2","trafico moderado","60","60","baja","no"
"San Isidro_536","Miraflores_1340","calle","3","12","4","trafico extremo","60","40","alta","no"
"La Molina_186","Surco_503","autopista","10","35","2","trafico moderado","150","80","baja","no"
"Comas_197","Rimac_943","calle","4","19","4","trafico extremo","500","30","alta","no"
"San Isidro_613","Miraflores_1125","autopista","10","29","2","trafico moderado","60","100","alta","si"
"Los Olivos_522","Comas_855","autopista","11","26","1","trafico libre","100","100","baja","no"
"Miraflores_1340","Barranco_1482","calle","2","10","2","trafico moderado","500","30","alta","si"
"Surco_1464","San Borja_1090","calle","3","12","2","trafico moderado","60","40","media","no"
"Rimac_258","Comas_439","autopista","8","23","1","trafico libre","500","100","baja","si"
"Villa El Salvador_459","Chorrillos_754","calle","1","3","3","trafico alto","40","40","baja","si"
"Chorrillos_639","Villa El Salvador_321","autopista","13","59","1","trafico libre","150","80","media","si"
"La Molina_1465","Ate_1366","avenida","6","12","1","trafico libre","250","50","media","si"
"Callao_744","Los Olivos_738","avenida","5","20","3","trafico alto","100","60","baja","si"
"Comas_125","Rimac_362","autopista","14","32","2","trafico moderado","100","100","baja","si"
"San Miguel_417","San Isidro_1316","calle","3","6","2","trafico moderado","500","40","baja","no"
"Surco_795","Barranco_845","avenida","9","43","2","trafico moderado","250","50","media","no"
"San Juan de Lurigancho_723","Rimac_20","avenida","3","10","1","trafico libre","100","60","baja","si"
"Los Olivos_41","Callao_989","avenida","9","22","2","trafico moderado","150","50","media","si"
"Rimac_919","Comas_1407","avenida","5","18","1","trafico libre","60","60","baja","si"
"Callao_1084","Los Olivos_1198","autopista","14","63","1","trafico libre","100","80","media","no"
"Barranco_1272","Miraflores_185","calle","3","13","3","trafico alto","250","30","media","si"
"Barranco_1068","Surco_468","autopista","14","40","1","trafico libre","60","80","alta","no"
"San Juan de Lurigancho_752","Rimac_362","calle","5","17","3","trafico alto","40","30","alta","si"
"San Isidro_1020","Miraflores_1230","calle","1","2","2","trafico moderado","150","30","baja","si"
"Ate_1147","La Molina_131","autopista","9","22","2","trafico moderado","150","100","alta","no"
"Surco_793","Barranco_246","calle","5","22","4","trafico extremo","100","30","media","no"
"Los Olivos_188","Comas_601","calle","4","14","4","trafico extremo","60","30","media","si"
"La Molina_1011","San Borja_274","autopista","12","30","1","trafico libre","40","80","media","no"
"San Miguel_309","Callao_436","autopista","8","17","1","trafico libre","40","80","media","no"
"Rimac_1332","Comas_564","avenida","8","26","1","trafico libre","40","50","baja","no"
"Callao_355","San Miguel_1010","autopista","12","41","1","trafico libre","60","100","media","si"
"La Molina_748","Ate_759","calle","3","7","2","trafico moderado","60","30","baja","no"
"San Isidro_514","Rimac_1145","avenida","10","27","3","trafico alto","40","60","media","si"
"Surco_17","San Borja_1085","avenida","6","13","1","trafico libre","100","50","baja","no"
"Ate_619","San Juan de Lurigancho_175","autopista","14","58","1","trafico libre","150","100","media","no"
"San Isidro_1325","Rimac_374","autopista","8","34","1","trafico libre","60","80","alta","no"
"Barranco_658","Chorrillos_764","calle","2","4","2","trafico moderado","60","40","alta","no"
"Rimac_700","San Isidro_21","avenida","9","34","3","trafico alto","500","60","baja","no"
"Los Olivos_856","Comas_45","autopista","14","35","2","trafico moderado","40","100","alta","no"
"Barranco_869","Miraflores_528","calle","2","6","2","trafico moderado","500","30","media","si"
"San Isidro_1382","Rimac_210","avenida","8","31","1","trafico libre","250","50","media","no"
"San Isidro_1217","Rimac_943","avenida","9","22","2","trafico moderado","60","60","media","si"
"Surco_767","Barranco_1141","avenida","6","27","1","trafico libre","250","60","baja","si"
"La Molina_39","San Borja_585","avenida","4","19","1","trafico libre","40","50","alta","no"
"Comas_130","Rimac_1293","calle","3","11","4","trafico extremo","60","30","media","no"
"Los Olivos_610","Callao_222","avenida","5","12","3","trafico alto","500","50","alta","no"
"Callao_800","Los Olivos_371","avenida","3","14","2","trafico moderado","40","60","alta","si"
"Ate_1471","La Molina_1038","avenida","6","29","3","trafico alto","250","60","baja","si"
"Callao_1395","San Miguel_317","avenida","4","12","1","trafico libre","500","50","media","si"
"Los Olivos_1213","Callao_1200","calle","3","6","2","trafico moderado","250","30","media","si"
"Comas_569","Rimac_700","avenida","7","31","1","trafico libre","150","60","baja","si"
"San Juan de Lurigancho_730","Ate_857","calle","1","2","4","trafico extremo","500","30","alta","si"
"Los Olivos_902","Comas_886","autopista","12","56","1","trafico libre","250","100","baja","si"
"Barranco_1126","Miraflores_1054","calle","3","11","3","trafico alto","60","30","baja","si"
"Los Olivos_1299","Callao_666","calle","3","10","3","trafico alto","40","30","media","no"
"La Molina_799","Surco_92","calle","5","21","3","trafico alto","60","30","baja","no"
"Chorrillos_1243","Barranco_1120","avenida","7","23","3","trafico alto","150","60","baja","no"
"Surco_721","San Borja_86","calle","2","9","4","trafico extremo","60","30","baja","si"
"San Borja_447","Surco_482","autopista","12","38","2","trafico moderado","500","100","baja","no"
"Comas_1153","Los Olivos_512","avenida","6","27","2","trafico moderado","150","50","baja","no"
"San Juan de Lurigancho_140","Rimac_908","avenida","5","11","3","trafico alto","150","60","baja","si"
"San Borja_456","Surco_523","autopista","10","44","1","trafico libre","150","80","baja","si"
"Barranco_818","Miraflores_806","autopista","9","31","1","trafico libre","100","100","baja","si"
"Ate_455","San Juan de Lurigancho_216","autopista","9","24","2","trafico moderado","500","100","alta","no"
"San Isidro_969","Rimac_111","autopista","9","30","2","trafico moderado","40","100","alta","no"
"Surco_359","La Molina_816","autopista","13","60","2","trafico moderado","500","100","alta","no"
"Callao_271","Los Olivos_1073","autopista","15","67","2","trafico moderado","500","80","baja","si"
"Miraflores_687","Barranco_534","calle","4","12","2","trafico moderado","250","40","media","si"
"Comas_1407","Rimac_556","avenida","8","20","1","trafico libre","500","50","alta","no"
"San Miguel_394","San Isidro_967","autopista","8","37","1","trafico libre","100","80","media","si"
"Comas_711","Rimac_1186","autopista","11","44","1","trafico libre","500","80","baja","si"
"Surco_266","La Molina_1036","autopista","14","42","1","trafico libre","40","80","media","si"
"San Miguel_875","Callao_1315","avenida","8","16","2","trafico moderado","250","50","baja","no"
"Rimac_1215","Comas_1401","calle","5","16","2","trafico moderado","150","40","media","si"
"Barranco_148","Surco_36","avenida","8","40","1","trafico libre","250","50","baja","si"
"Miraflores_392","Barranco_1409","autopista","9","19","2","trafico moderado","60","100","baja","no"
"Miraflores_1062","Surco_92","avenida","3","7","2","trafico moderado","40","50","media","no"
"Callao_961","San Miguel_926","calle","3","11","4","trafico extremo","500","30","alta","si"
"Comas_1153","Los Olivos_856","calle","5","10","4","trafico extremo","500","40","alta","no"
"Los Olivos_599","Comas_9","autopista","8","21","2","trafico moderado","250","100","alta","no"
"San Juan de Lurigancho_777","Rimac_260","autopista","11","25","2","trafico moderado","40","100","alta","si"
"Rimac_347","San Isidro_514","avenida","9","38","2","trafico moderado","60","60","media","no"
"Comas_761","Rimac_112","autopista","10","39","2","trafico moderado","500","100","alta","si"
"Comas_1042","Los Olivos_751","calle","4","12","3","trafico alto","250","30","alta","si"
"La Molina_223","Surco_503","calle","3","8","4","trafico extremo","60","40","baja","no"
"San Borja_265","La Molina_152","autopista","10","49","1","trafico libre","40","80","baja","no"
"San Isidro_1163","Rimac_794","autopista","11","36","2","trafico moderado","60","80","alta","no"
"Surco_586","San Borja_94","autopista","10","49","1","trafico libre","100","80","alta","no"
"Comas_1266","Los Olivos_575","autopista","10","38","1","trafico libre","100","80","media","si"
"Comas_814","Rimac_1422","autopista","13","63","2","trafico moderado","150","80","alta","no"
"La Molina_131","San Borja_1168","calle","1","2","4","trafico extremo","100","30","alta","si"
"Chorrillos_126","Barranco_63","calle","1","4","2","trafico moderado","60","40","alta","no"
"Rimac_1050","San Isidro_1279","avenida","6","28","3","trafico alto","250","50","baja","no"
"Callao_271","San Miguel_756","calle","5","23","2","trafico moderado","150","40","media","no"
"Miraflores_410","Barranco_1052","avenida","4","14","3","trafico alto","150","60","media","si"
"Miraflores_1110","San Isidro_880","avenida","7","35","3","trafico alto","500","50","baja","no"
"Los Olivos_583","Callao_1451","avenida","5","11","1","trafico libre","500","60","alta","no"
"Comas_711","Los Olivos_477","calle","1","5","3","trafico alto","40","30","alta","no"
"Rimac_618","Comas_395","autopista","12","47","1","trafico libre","40","80","baja","no"
"Los Olivos_598","Comas_1290","avenida","3","15","2","trafico moderado","100","50","baja","si"
"Miraflores_652","Barranco_1320","autopista","11","33","2","trafico moderado","150","100","media","si"
"Los Olivos_902","Callao_550","autopista","10","41","2","trafico moderado","500","100","alta","no"
"Callao_858","San Miguel_1121","calle","4","9","3","trafico alto","500","30","alta","no"
"Los Olivos_1117","Comas_787","avenida","3","14","2","trafico moderado","40","50","alta","si"
"Los Olivos_487","Comas_525","avenida","5","25","3","trafico alto","60","60","baja","si"
"Villa El Salvador_1188","Surco_458","autopista","15","50","1","trafico libre","40","80","alta","si"
"San Isidro_118","San Borja_994","avenida","3","6","1","trafico libre","100","60","alta","no"
"La Molina_1258","San Borja_1090","autopista","12","32","2","trafico moderado","40","80","baja","no"
"Villa El Salvador_1108","Surco_745","avenida","9","42","1","trafico libre","500","50","media","si"
"Miraflores_1438","Barranco_218","calle","3","7","2","trafico moderado","150","40","alta","no"
"Surco_1418","San Borja_963","avenida","3","8","1","trafico libre","250","60","media","no"
"San Borja_1138","La Molina_861","calle","4","18","3","trafico alto","500","30","alta","si"
"Barranco_624","Chorrillos_672","autopista","9","40","2","trafico moderado","150","100","media","si"
"Barranco_747","Chorrillos_1013","avenida","6","22","1","trafico libre","40","50","alta","no"
"Ate_1471","La Molina_646","calle","1","2","4","trafico extremo","250","30","alta","no"
"Chorrillos_973","Villa El Salvador_316","calle","2","8","2","trafico moderado","100","40","media","no"
"Comas_1407","Rimac_210","avenida","3","9","1","trafico libre","60","60","media","si"
"La Molina_1419","Surco_1158","autopista","9","36","2","trafico moderado","250","80","media","no"
"San Borja_280","San Isidro_768","autopista","12","52","2","trafico moderado","150","80","baja","no"
"Miraflores_887","Barranco_1120","calle","3","12","2","trafico moderado","40","30","media","no"
"Rimac_686","San Isidro_1005","avenida","8","24","3","trafico alto","250","60","media","no"
"Surco_797","San Borja_530","calle","3","13","2","trafico moderado","40","40","baja","no"
"Miraflores_1404","Barranco_67","calle","1","2","4","trafico extremo","100","30","media","si"
"San Borja_1314","Surco_913","calle","5","10","4","trafico extremo","150","30","baja","si"
"Chorrillos_329","Villa El Salvador_31","autopista","9","33","1","trafico libre","40","100","baja","si"
"San Borja_1488","La Molina_923","calle","3","10","2","trafico moderado","150","40","media","si"
"Miraflores_1414","Barranco_604","calle","3","8","4","trafico extremo","100","30","baja","no"
"La Molina_10","San Borja_1015","calle","5","19","2","trafico moderado","100","40","alta","si"
"San Isidro_1209","Rimac_1024","avenida","9","20","1","trafico libre","500","60","media","si"
"Ate_1471","San Juan de Lurigancho_638","avenida","7","30","2","trafico moderado","40","50","media","si"
"Barranco_148","Surco_523","calle","5","16","3","trafico alto","250","40","alta","no"
"Villa El Salvador_1221","Surco_1006","autopista","9","28","1","trafico libre","150","80","baja","no"
"San Borja_1177","Surco_560","autopista","15","35","2","trafico moderado","500","80","alta","si"
"Rimac_362","Comas_728","autopista","10","49","2","trafico moderado","500","100","alta","no"
"Surco_1378","La Molina_207","autopista","13","48","2","trafico moderado","40","80","media","no"
"San Juan de Lurigancho_641","Ate_590","autopista","15","67","1","trafico libre","500","80","baja","si"
"San Juan de Lurigancho_318","Ate_611","avenida","9","27","1","trafico libre","100","60","media","no"
"San Miguel_109","Callao_1003","calle","4","11","3","trafico alto","40","40","alta","si"
"Villa El Salvador_52","Chorrillos_906","calle","1","4","3","trafico alto","40","40","alta","si"
"Barranco_1033","Miraflores_1136","avenida","3","6","3","trafico alto","150","50","alta","no"
"San Juan de Lurigancho_252","Ate_54","autopista","14","29","1","trafico libre","60","80","media","si"
"Surco_913","La Molina_1417","avenida","8","32","2","trafico moderado","150","60","alta","si"
"Ate_438","San Juan de Lurigancho_643","avenida","3","11","1","trafico libre","60","60","alta","si"
"Chorrillos_764","Barranco_1272","autopista","9","23","1","trafico libre","250","80","alta","no"
"Chorrillos_607","Barranco_853","avenida","8","32","1","trafico libre","150","60","media","no"
"San Juan de Lurigancho_1406","Ate_1471","avenida","6","25","1","trafico libre","250","60","media","no"
"Miraflores_1207","Surco_680","calle","1","2","2","trafico moderado","60","30","alta","si"
"Comas_395","Los Olivos_1109","autopista","12","49","2","trafico moderado","100","80","baja","si"
"La Molina_634","Ate_976","autopista","9","33","1","trafico libre","500","80","baja","no"
"Callao_1200","San Miguel_527","autopista","13","63","1","trafico libre","100","100","media","no"
"San Juan de Lurigancho_730","Rimac_556","autopista","12","43","1","trafico libre","150","80","alta","si"
"Surco_1093","Barranco_701","calle","5","24","4","trafico extremo","150","30","media","si"
"Ate_1064","San Juan de Lurigancho_615","avenida","5","15","2","trafico moderado","60","50","media","no"
"Barranco_640","Chorrillos_23","avenida","7","27","2","trafico moderado","60","60","media","no"
"Villa El Salvador_910","Surco_476","avenida","4","13","1","trafico libre","150","60","baja","no"
"Rimac_296","San Isidro_1076","autopista","9","29","2","trafico moderado","500","100","baja","no"
"Callao_1122","Los Olivos_367","avenida","7","25","2","trafico moderado","60","50","media","si"
"Ate_857","La Molina_634","calle","3","13","2","trafico moderado","60","40","baja","si"
"Comas_291","Rimac_511","calle","5","17","2","trafico moderado","100","40","media","si"
"Comas_278","Rimac_596","calle","4","18","2","trafico moderado","250","40","alta","no"
"Chorrillos_1342","Barranco_1320","autopista","10","39","2","trafico moderado","250","80","alta","no"
"San Miguel_1234","San Isidro_699","avenida","8","32","1","trafico libre","250","60","alta","no"
"La Molina_35","Ate_1349","autopista","15","65","2","trafico moderado","100","80","alta","si"
"San Borja_413","Surco_795","calle","2","5","2","trafico moderado","60","30","media","si"
"San Juan de Lurigancho_140","Rimac_1422","calle","3","9","2","trafico moderado","40","40","alta","si"
"La Molina_1146","San Borja_390","avenida","3","7","3","trafico alto","500","50","alta","si"
"La Molina_1447","San Borja_171","autopista","14","31","1","trafico libre","250","100","media","si"
"Callao_199","Los Olivos_1267","calle","4","14","3","trafico alto","100","30","media","si"
"Los Olivos_1053","Callao_1055","avenida","7","32","2","trafico moderado","40","60","media","si"
"Los Olivos_1087","Comas_564","autopista","11","36","1","trafico libre","60","80","media","no"
"Surco_1412","La Molina_264","autopista","11","48","1","trafico libre","100","80","media","no"
"San Borja_47","Surco_1187","autopista","9","24","2","trafico moderado","150","100","baja","si"
"San Borja_535","La Molina_1381","autopista","14","62","1","trafico libre","500","80","baja","no"
"San Juan de Lurigancho_1455","Ate_408","avenida","7","30","3","trafico alto","100","50","alta","si"
"Chorrillos_1019","Barranco_1141","avenida","8","20","3","trafico alto","100","60","media","si"
"Surco_884","Barranco_218","calle","3","12","3","trafico alto","60","40","media","si"
"Callao_1252","San Miguel_504","avenida","7","30","1","trafico libre","250","60","alta","no"
"Chorrillos_724","Villa El Salvador_350","calle","2","6","4","trafico extremo","150","30","alta","no"
"San Isidro_1020","Rimac_238","avenida","3","7","1","trafico libre","100","50","baja","no"
"San Borja_1116","Surco_795","autopista","11","45","1","trafico libre","250","80","media","no"
"La Molina_1191","San Borja_1116","avenida","8","23","1","trafico libre","40","60","alta","si"
"Ate_353","La Molina_440","calle","1","5","4","trafico extremo","100","30","baja","si"
"Los Olivos_342","Comas_1290","avenida","8","16","3","trafico alto","250","50","media","si"
"Comas_1313","Rimac_521","calle","1","4","2","trafico moderado","500","30","alta","no"
"Surco_476","Barranco_1409","autopista","13","31","2","trafico moderado","40","80","media","no"
"Villa El Salvador_257","Chorrillos_1061","autopista","10","40","2","trafico moderado","150","80","baja","no"
"Chorrillos_126","Barranco_663","autopista","9","30","2","trafico moderado","500","100","media","no"
"San Juan de Lurigancho_777","Rimac_385","autopista","10","28","1","trafico libre","150","80","alta","si"
"Comas_804","Los Olivos_1223","autopista","14","67","1","trafico libre","100","80","baja","si"
"Surco_515","San Borja_1241","calle","4","19","3","trafico alto","100","30","media","no"
"San Miguel_154","Callao_1200","avenida","5","14","3","trafico alto","100","60","media","no"
"Los Olivos_529","Comas_1385","autopista","10","39","2","trafico moderado","60","100","baja","no"
"Barranco_737","Miraflores_594","avenida","9","45","2","trafico moderado","40","50","media","si"
"San Miguel_1271","San Isidro_1325","autopista","12","27","2","trafico moderado","500","80","media","no"
"Rimac_319","San Isidro_38","calle","2","7","2","trafico moderado","500","40","media","no"
"Comas_45","Rimac_956","avenida","7","34","1","trafico libre","100","50","media","no"
"Callao_128","San Miguel_1405","avenida","3","12","3","trafico alto","40","60","alta","si"
"Miraflores_227","Barranco_747","calle","4","17","3","trafico alto","150","40","media","si"
"Rimac_943","San Isidro_38","autopista","15","39","2","trafico moderado","150","100","alta","si"
"San Isidro_819","Miraflores_1265","autopista","9","43","1","trafico libre","100","80","media","no"
"Surco_1393","La Molina_259","autopista","12","40","2","trafico moderado","60","100","media","si"
"Barranco_1330","Miraflores_966","autopista","11","47","1","trafico libre","250","100","alta","si"
"Ate_105","San Juan de Lurigancho_441","calle","1","5","4","trafico extremo","60","40","alta","no"
